,posted_at,Asking,Year,Length,Beam,Draft,Location,Material,Type,Cabins,Is_Mono,Is_cruiser,Is_daysailer,Is_Diesel,Motor_Type,Engine_Count,Is_Fiberglass,Is_masthead_sloop,Is_Cutter,Is_Ketch,Is_Excellent,Is_Fair,Is_Good,Is_Project_boat,Is_Inboard,Year_Listed,Asking_Price_Adj
242,2022-05-02,8500.0,1982,27.0,8.0,5.0,New York,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,8500.0
245,2022-04-30,50000.0,1999,28.5,19.9,1.2,Outside United States,fiberglass,cruiser,1.0,0,1,0,0,outboard,2,1,0,0,0,0,0,1,0,0,2022,50000.0
251,2022-04-29,15000.0,1984,33.0,8.0,6.0,California,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,15000.0
253,2022-07-06,29900.0,1986,33.0,11.4,4.6,Virginia,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,29900.0
254,2022-04-28,84364.0,1990,40.0,10.5,5.7,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2022,84364.0
255,2022-04-29,24000.0,1979,34.0,10.0,4.0,Connecticut,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2022,24000.0
256,2022-04-29,2000.0,1980,30.0,11.0,4.5,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,2000.0
257,2022-07-14,25500.0,1980,38.0,11.1,6.9,New York,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,25500.0
258,2022-04-28,67900.0,1975,41.0,12.0,6.0,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,67900.0
261,2022-04-29,5000.0,1987,23.0,8.0,2.3,Texas,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,5000.0
262,2022-04-28,6500.0,1986,22.0,8.0,4.0,Kentucky,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,6500.0
263,2022-04-28,999000.0,2022,48.0,26.0,4.0,Outside United States,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,0,0,0,0,1,2022,999000.0
264,2022-04-27,12000.0,1979,29.0,9.0,5.0,Ohio,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,1,0,0,1,2022,12000.0
265,2022-04-28,18000.0,1981,30.0,11.18,5.25,Connecticut,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2022,18000.0
266,2022-04-27,238000.0,2016,40.0,13.2,5.2,Florida,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2022,238000.0
267,2022-07-10,79500.0,1979,36.0,11.0,4.5,Rhode Island,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2022,79500.0
268,2022-04-28,13110.0,1977,23.0,10.0,1.5,New Jersey,fiberglass,racer,1.0,0,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,13110.0
270,2022-04-28,49900.0,2003,42.0,14.5,5.0,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2022,49900.0
272,2022-04-27,59000.0,2013,41.0,13.5,6.0,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,0,0,0,1,1,2022,59000.0
273,2022-04-28,499999.0,2009,50.0,28.0,4.7,Outside United States,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,0,0,1,0,1,2022,499999.0
276,2022-04-27,17900.0,1986,30.0,10.83,5.25,Ohio,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,17900.0
280,2022-04-27,229000.0,2001,38.0,21.4,3.77,Outside United States,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2022,229000.0
282,2022-04-26,9900.0,1981,33.0,9.0,510.0,Ohio,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,9900.0
283,2022-04-27,995000.0,2013,56.0,31.0,5.0,Outside United States,fiberglass,cruiser,5.0,0,1,0,1,inboard,2,1,0,1,0,1,0,0,0,1,2022,995000.0
284,2022-04-26,22000.0,1971,39.5,11.0,5.6,Florida,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,22000.0
287,2022-07-05,110000.0,2006,35.0,13.0,4.6,Massachusetts,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,110000.0
288,2022-04-26,38000.0,1978,41.0,12.0,6.0,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,1,0,1,0,0,1,2022,38000.0
289,2022-04-27,16000.0,1971,33.0,9.58,5.0,Texas,fiberglass,racer,2.0,1,0,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2022,16000.0
291,2012-08-10,16000.0,1974,30.0,10.0,5.5,New York,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2012,18883.420298439854
292,2012-08-09,19900.0,1984,31.0,11.0,5.3,Florida,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,23486.253996184572
293,2012-08-08,5000.0,1982,21.6,7.8,2.5,Massachusetts,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,5901.068843262456
294,2012-08-08,65000.0,74,27.6,9.3,5.1,Alaska,fiberglass,motorsailer,1.0,1,0,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2012,76713.89496241191
296,2012-08-07,5000.0,1977,27.0,9.0,4.0,Maryland,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,0,0,0,0,0,1,0,1,2012,5901.068843262456
298,2012-08-06,17900.0,1981,34.2,11.2,4.6,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2012,21125.826458879594
299,2012-08-05,120000.0,2000,40.0,12.9,5.6,Outside United States,fiberglass,cruiser,3.0,1,1,0,0,motorless,0,1,0,0,0,1,0,0,0,0,2012,141625.65223829894
302,2012-08-03,34900.0,1988,31.0,11.0,5.9,Connecticut,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,41189.46052597194
303,2012-08-03,39000.0,1988,32.2,10.8,4.2,Michigan,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2012,46028.33697744716
305,2012-08-02,4200.0,1972,22.0,8.0,3.0,New York,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,1,0,0,1,0,0,0,0,2012,4956.897828340462
306,2012-08-02,75000.0,1988,44.0,12.0,5.5,North Carolina,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,88516.03264893683
307,2012-08-01,19999.0,1984,30.0,11.0,4.0,Pennsylvania,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,23603.09515928117
309,2012-07-31,13950.0,1978,30.0,9.5,4.5,Michigan,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2012,16463.982072702252
312,2012-07-30,2900.0,1980,22.0,7.11,4.0,Wisconsin,fiberglass,racer,1.0,1,0,0,0,motorless,0,1,0,0,0,0,1,0,0,0,2012,3422.619929092224
314,2012-07-30,10000.0,1984,28.5,10.6,5.2,Maryland,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,0,0,0,0,1,0,0,1,2012,11802.137686524911
315,2012-07-30,16000.0,1992,27.0,9.3,3.6,Pennsylvania,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,18883.420298439854
316,2012-07-30,11300.0,1976,27.0,9.0,4.0,Wisconsin,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2012,13336.41558577315
318,2012-07-28,9000.0,1978,26.0,9.0,4.25,Outside United States,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2012,10621.92391787242
319,2012-07-28,7000.0,1976,30.0,9.6,5.0,New York,fiberglass,racer,1.0,1,0,0,0,inboard,1,1,1,0,0,0,0,0,0,1,2012,8261.496380567438
322,2012-07-26,10000.0,1998,27.0,10.0,4.0,Virginia,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,11802.137686524911
323,2012-07-26,8500.0,1976,26.4,8.8,3.1,Outside United States,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,10031.817033546173
325,2012-07-25,249500.0,1993,44.0,12.0,5.0,Maryland,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2012,294463.3352787965
326,2012-07-25,180000.0,1990,44.0,12.0,5.0,Outside United States,steel,cruiser,2.0,1,1,0,1,inboard,1,0,0,1,0,0,0,1,0,1,2012,212438.47835744842
328,2012-07-25,29900.0,1989,32.0,10.8,4.2,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,35288.39168270948
330,2012-07-24,18500.0,1983,27.0,9.5,5.0,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,21833.954720071088
332,2012-07-24,3500.0,1981,23.0,8.0,3.34,Wisconsin,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,4130.748190283719
335,2012-07-24,107780.0,2004,32.14,10.1,4.6,New York,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,127203.43998536548
337,2012-07-23,259000.0,2006,46.0,14.0,6.5,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2012,305675.3660809952
338,2012-07-23,6500.0,1985,25.0,8.0,5.0,Wisconsin,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,7671.389496241192
341,2012-07-23,239000.0,2001,47.0,14.0,5.6,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,282071.09070794535
342,2012-07-22,21500.0,2001,26.0,7.1,5.0,Outside United States,fiberglass,motorsailer,1.0,0,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2012,25374.59602602856
343,2012-07-22,10000.0,1972,37.0,12.0,4.0,Texas,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,0,1,0,0,1,2012,11802.137686524911
346,2012-07-21,28500.0,1972,36.0,12.4,5.4,Florida,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,33636.092406596
347,2012-07-20,2000.0,1990,16.6,6.11,2.5,Wisconsin,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,2360.427537304982
348,2012-07-20,95000.0,1974,41.0,12.0,4.5,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,112120.30802198665
349,2012-07-19,3450.0,1981,22.0,7.8,3.6,Texas,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,4071.7375018510943
350,2012-07-18,3500.0,1978,26.0,8.0,4.5,Maryland,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,4130.748190283719
351,2012-07-18,14000.0,1981,30.0,10.0,4.11,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,16522.992761134876
352,2012-07-18,7999.0,1985,24.0,8.0,4.8,Florida,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,9440.529935451275
353,2012-07-17,4500.0,2004,13.8,4.5,2.6,Louisiana,fiberglass,dinghy,0.0,1,0,0,0,motorless,0,1,0,0,0,1,0,0,0,0,2012,5310.96195893621
354,2012-07-17,11000.0,1977,29.0,9.8,5.3,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,12982.351455177402
356,2012-07-16,27000.0,83,34.0,11.3,5.7,Maryland,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,31865.77175361726
358,2012-07-16,24000.0,1979,32.0,10.0,4.2,Texas,fiberglass,cruiser,0.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2012,28325.130447659787
361,2012-07-14,58500.0,1989,36.0,11.11,5.1,Texas,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,69042.50546617073
363,2022-03-03,69000.0,1996,37.0,12.4,6.6,Vermont,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,69000.0
364,2022-03-03,1690000.0,2013,77.0,18.0,11.0,California,composite,racer,2.0,1,0,0,1,inboard,1,0,0,0,0,0,0,0,0,1,2022,1690000.0
366,2022-03-02,150000.0,2004,40.0,12.11,4.8,Florida,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,0,0,1,2022,150000.0
369,2022-03-02,75000.0,1984,47.0,13.0,6.0,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2022,75000.0
371,2022-03-02,5000.0,1986,22.5,7.83,3.42,Maryland,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2022,5000.0
373,2022-03-03,11900.0,1979,30.4,10.17,4.3,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,11900.0
374,2022-03-01,8000.0,1983,25.0,8.0,4.0,Alabama,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,1,0,0,0,0,0,1,1,2022,8000.0
375,2022-03-01,34000.0,1991,32.0,14.0,2.5,New York,fiberglass,racer,3.0,0,0,0,0,outboard,2,1,1,0,0,0,0,1,0,0,2022,34000.0
376,2022-03-01,2800.0,1984,21.0,7.6,3.0,Florida,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,2800.0
377,2022-03-02,139900.0,1986,44.0,12.5,5.5,Florida,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,1,0,0,1,0,1,2022,139900.0
378,2022-03-01,34000.0,1989,32.0,10.0,5.0,Tennessee,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,34000.0
379,2022-03-02,42000.0,1978,35.5,10.8,3.9,Florida,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,42000.0
384,2022-02-27,10000.0,1986,30.0,10.83,4.5,Maryland,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2022,10000.0
385,2022-02-27,44000.0,1991,37.0,12.0,5.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2022,44000.0
390,2022-02-25,140000.0,2011,45.0,4.8,10.0,Outside United States,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2022,140000.0
391,2022-02-25,32500.0,1984,36.0,12.0,5.3,Connecticut,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,32500.0
392,2022-02-25,7500.0,1987,19.0,7.08,4.17,New Jersey,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,7500.0
395,2022-02-25,8000.0,1985,29.75,10.5,4.7,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2022,8000.0
396,2022-02-24,21995.0,1984,37.5,12.0,6.5,North Carolina,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,21995.0
397,2022-02-24,55000.0,1997,34.5,11.0,6.5,California,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,55000.0
398,2022-02-24,335000.0,2008,54.11,15.92,6.5,Outside United States,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,335000.0
401,2022-02-24,65000.0,1957,35.2,9.6,4.11,California,wood,cruiser,1.0,1,1,0,1,inboard,1,0,0,0,0,0,0,0,0,1,2022,65000.0
404,2022-02-25,26000.0,1984,38.0,13.8,4.33,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,26000.0
405,2022-02-25,12000.0,1978,25.0,8.0,3.5,Maryland,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,1,0,0,0,0,0,1,1,2022,12000.0
407,2022-02-23,30000.0,1987,28.6,10.3,4.6,Florida,fiberglass,motorsailer,1.0,0,0,0,0,inboard,1,1,0,0,0,1,0,0,0,1,2022,30000.0
408,2022-02-23,109000.0,1985,39.0,12.74,7.0,Florida,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,109000.0
410,2022-02-23,65000.0,1987,37.0,12.4,7.6,Outside United States,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,65000.0
411,2022-02-23,189000.0,2008,45.0,14.5,6.8,Florida,fiberglass,daysailer,4.0,1,0,1,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,189000.0
412,2022-02-23,185000.0,2005,41.7,13.0,6.11,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2022,185000.0
413,2022-02-23,229500.0,2001,46.0,13.8,7.5,California,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2022,229500.0
414,2022-02-23,15000.0,1978,27.0,8.0,3.75,Maine,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,15000.0
417,2022-02-22,109000.0,2004,37.3,12.4,4.9,Rhode Island,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,109000.0
418,2022-06-27,29900.0,1988,30.0,9.0,5.0,Oregon,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,29900.0
419,2022-02-23,9500.0,1963,35.0,11.0,5.0,Texas,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2022,9500.0
422,2022-02-21,12900.0,1989,25.0,8.0,3.5,Missouri,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,12900.0
423,2022-05-26,13000.0,1992,35.58,11.75,4.5,Tennessee,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,13000.0
424,2022-02-21,3000.0,1978,26.0,8.0,2.0,Indiana,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,0,1,1,2022,3000.0
425,2022-02-20,26000.0,1986,28.0,9.1,4.11,Maine,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2022,26000.0
426,2022-02-20,47500.0,1985,36.0,12.0,6.5,Ohio,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,47500.0
428,2022-02-23,20000.0,1968,30.0,9.5,4.5,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,20000.0
430,2022-02-19,145000.0,1979,54.0,14.0,8.0,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2022,145000.0
431,2022-05-09,14000.0,1970,33.0,9.6,4.6,Texas,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,14000.0
432,2022-02-19,90000.0,2004,49.0,14.7,6.9,Outside United States,fiberglass,racer,4.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,90000.0
435,2022-02-20,68500.0,1984,39.0,12.58,5.6,North Carolina,fiberglass,racer,4.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,68500.0
438,2017-02-11,90000.0,1972,46.0,14.0,7.5,California,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2017,99491.26958224544
440,2017-02-10,5500.0,1979,27.3,9.4,4.4,Texas,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2017,6080.022030026111
442,2017-02-09,129000.0,1990,36.0,18.0,2.1,Florida,fiberglass,cruiser,3.0,0,1,0,0,outboard,2,1,0,0,0,0,0,1,0,0,2017,142604.1530678851
445,2017-02-08,32995.0,1980,36.0,11.0,5.0,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2017,36474.60488740209
446,2017-02-08,44900.0,1979,33.5,10.0,4.7,Georgia,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,49635.08893603134
448,2017-02-07,7500.0,1984,27.0,9.5,4.5,New Jersey,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2017,8290.939131853787
449,2017-02-07,22000.0,1966,33.0,9.0,4.5,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,24320.088120104443
450,2017-02-06,17000.0,1986,28.0,9.11,5.0,Michigan,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,18792.795365535247
453,2017-02-04,6000.0,77,28.0,9.58,4.5,Maryland,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,1,0,0,0,2017,6632.75130548303
454,2017-02-04,249000.0,2007,45.0,14.4,5.4,Florida,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2017,275259.1791775457
455,2017-02-03,65000.0,2017,23.0,7.2,3.1,Nevada,wood,daysailer,1.0,1,0,1,0,motorless,0,0,0,1,0,0,0,0,0,0,2017,71854.80580939948
456,2017-02-03,118000.0,1980,46.0,14.3,6.0,California,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,130444.10900783291
457,2017-02-03,1900.0,1978,19.0,7.75,4.33,Georgia,fiberglass,cruiser,1.0,1,1,0,0,motorless,0,1,0,0,0,0,0,1,0,0,2017,2100.3712467362925
458,2017-02-02,21000.0,1982,32.3,10.5,4.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,23214.629569190605
459,2017-02-01,25000.0,1988,35.5,11.9,4.9,Rhode Island,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,27636.463772845957
462,2017-01-31,103000.0,2005,41.0,13.3,5.0,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,113862.23074412534
463,2017-01-30,935000.0,2008,62.0,30.3,5.3,Florida,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2017,1033603.7451044387
465,2017-01-29,120000.0,1994,53.0,17.0,7.0,Outside United States,steel,motorsailer,4.0,1,0,0,1,inboard,1,0,0,0,1,0,0,1,0,1,2017,132655.0261096606
467,2017-01-28,114000.0,1988,41.0,13.1,4.1,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,126022.27480417756
468,2017-01-28,3800.0,1980,23.0,7.92,2.26,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2017,4200.742493472585
469,2017-01-28,9500.0,1987,30.0,10.0,5.0,California,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,0,0,0,0,1,0,0,1,2017,10501.856233681463
471,2017-01-28,6000.0,1983,27.0,9.0,4.3,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,6632.75130548303
475,2017-01-25,45000.0,1999,30.1,10.1,4.0,Louisiana,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,49745.63479112272
477,2017-01-25,49900.0,1995,32.7,11.3,4.3,Texas,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2017,55162.38169060053
478,2017-01-25,99800.0,1999,42.0,13.1,5.0,Texas,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2017,110324.76338120106
480,2017-01-24,99900.0,1998,41.1,13.0,5.7,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,110435.30923629244
481,2017-01-23,4200.0,1987,16.0,6.0,1.5,Wisconsin,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,1,0,0,0,1,2017,4642.92591383812
482,2017-01-23,50000.0,1983,45.0,13.9,6.8,Outside United States,steel,motorsailer,2.0,1,0,0,1,inboard,1,0,0,1,0,0,0,1,0,1,2017,55272.92754569191
484,2017-01-22,7900.0,1981,28.0,10.25,4.5,Georgia,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,0,1,0,1,0,0,0,1,2017,8733.122552219322
487,2017-01-20,39500.0,1990,32.0,10.0,5.2,Florida,fiberglass,motorsailer,1.0,1,0,0,1,inboard,1,1,0,1,0,0,0,0,0,1,2017,43665.612761096614
488,2017-01-20,40000.0,1985,41.0,15.0,5.5,California,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2017,44218.342036553535
489,2017-01-20,12000.0,1967,22.0,7.0,3.0,Texas,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,0,0,0,1,0,0,0,0,2017,13265.50261096606
491,2017-01-18,11995.0,1983,29.0,10.25,3.3,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,13259.97531821149
492,2017-01-17,88000.0,2006,34.0,11.4,4.7,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2017,97280.35248041777
493,2017-01-16,9500.0,1974,30.0,9.5,5.0,Maine,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2017,10501.856233681463
494,2017-01-16,34900.0,1980,35.0,11.0,5.8,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2017,38580.50342689296
495,2017-01-16,269800.0,2017,33.0,17.5,2.8,Outside United States,composite,cruiser,3.0,0,1,0,1,inboard,2,0,0,0,0,0,0,0,0,1,2017,298252.71703655354
